text,label
abd devletinin köpeği rubin erdoğana destek vermeye çalışıyor,"['hükümet', 'dış-politika']"
ya fetö diye geberiyordunuz don hoca gel hoca diye seslenen kemal siz miydiniz bırak bu yalanları kimse yemiyor ödünüz patlıyor çeşmeler kesilecek diye,"['siyasi-manipülasyon', 'terör']"
erdoğan çekilse mhp aday gösterseydi eyvallah ama ben fark göremiyorum erdoğanın olan borsaya haracı ödeyen yürüdü gitti olan gariban memura oldu adalet gelmesin mi bunlar aydınlanmasın mı,"['iş-ve-istihdam', 'siyasi-figür', 'siyasi-parti', 'ekonomi', 'seçim']"
cumhurbaşkanı erdoğan naci görüre müsvedde bu öncelikle senin profesörlüğünden bu millete ne gelir önce bir ülkenin kalkınması için nelere ihtiyaç var bunu şöyle prof naci görür ne demişti deprem dirençli olmayan binayı ya yıkacaksın ya güçlendireceksin millet olarak ne havalimanı ne köprü ne yol istiyoruz istediğimiz can güvenliği,"['afet', 'güvenlik', 'siyasi-figür']"
cumhurbaşkanı erdoğan türkiye yüzyılı için doğru adımlarla bir kez daha milletimizin huzurundayız darbecilere vesayetçilere küresel emperyalistlere siyasi ve sosyal mühendislik projelerine karşı milletimizle birlikte türkiye yüzyılının kapısını aralamak için buradayız,"['ideoloji', 'siyasi-figür', 'güvenlik']"
öcalan akp döneminde en özgür dönemini yaşıyor öcalan erdoğanın kankası erdoğanın sıkıştığı her zaman öcalan yardıma koşuyor,"['sivil-haklar', 'siyasi-parti']"
yeni yol haritanızda mültecileri geri gönderme yok galiba sayın erdoğan,"['mülteciler', 'siyasi-figür']"
kemal kılıçdaroğlu iktidar olmaları halinde rahim kanserini önleyen hpv aşısı dahil bu konudaki tüm önleyici sağlık harcamaları ücretsiz olacağını açıkladı,"['mesleki-haklar', 'siyasi-figür', 'iş-ve-istihdam', 'sağlık']"
bu şehir türkü arabı kürdü ve alevisi iledir der bazı kesimleri görmezden gelmek dikkate almamak bir insanlık suçudur ciddi bir memnuniyetsizlik var şanlıurfada araplar ikinci sınıfta,"['mülteciler', 'çevre-ve-şehircilik', 'adalet']"
asıl devrimi zihinlerde yaptık başkan erdoğan sadece yol okul baraj hastane yapmakla kalmadık,"['sağlık', 'siyasi-figür', 'hükümet', 'eğitim']"
ne tkpye ne tipe bir oy yeşil sol partiye bir oy kılıçdaroğlu,"['siyasi-figür', 'siyasi-parti']"
bu ülke temmuz nişan gezi olayları aralık çovid ukrayna savaşı yanı başında terör örgütü ile mücadele ediyor yıllarca ülkede refah oldu bir kez olsun teşekkür ettiniz mi şimdi azıcık sıkıntı oldu diye erdoğana sırt mı çevirecek ibb ye bakıyor illallah diyor,"['sosyal-yardım', 'güvenlik', 'terör']"
erdoğan bütün o tarihi eserler vesaire oralar şu anda kiptaş işbirliğiyle yıkılıp aslına uygun olarak inşa edilecek dedi aracılığıyla,"['kültür-ve-sanat', 'siyasi-figür']"
na loo ne hüvqe si ji ile em bir hêvî ne u bir cosin emê faşist erdoğan bir rê kin inseller ev ji ne serkeftineke biçûk ke udi hala mv de ji kuşa,"['siyasi-figür', 'ideoloji']"
cumhurbaşkanı adayımız sayın kemal kılıçdaroğlunun seçim kampanyasına iş bankası abidinpaşa şubesinde bağışlarımızla destek olduk,"['seçim', 'siyasi-figür']"
kandilden oy devşirip hdpkkyla ittifak yapan londradan para dilenen partisini terör yuvası yapan demirtaş ve khkcılara özgürlük dileyenlere değil ülkesini büyük ve güçlü türkiye yolunda ilelebet payidar kılacak erdoğana oy vereceğim,"['politik-strateji', 'seçim', 'siyasi-figür', 'sivil-haklar', 'terör', 'ekonomi']"
yeniçağ yazarı evren devrim zelyut kemal kılıçdaroğlu seçimi kazanırsa konut fiyatları düşer,"['siyasi-figür', 'konut', 'kültür-ve-sanat', 'seçim']"
cumhurbaşkanı erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız ayrıca aylık gb ücretsiz internet vereceğiz,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
milyon yıllık deniz yıldızı fosilleri yaratılışın delillerindendir teşekkürler kılıçdaroğlu gb mülakatı naci görür ak parti seçim beyannamesi doğru cumhurbaşkanı erdoğan aklı çeyrek altın müsvedde kurban bayramında ekrem imamoğlu canan selçuk,"['siyasi-parti', 'siyasi-figür', 'ekonomi']"
hah ha de oy verin uçuracağım size dedi tayyiperdoğan erdoğan bu millette inandı sonuç ortada allah korusun hayatta vermem oyum kılıçdaroğlu,"['siyasi-figür', 'seçim']"
basın özgürlüğü naraları atanlar ismail saymaz chp listelerinden giren deva saadet ve gelecek partilileri eleştirdiği için kılıçdaroğlunun fonladığı halk tvden kovuldu,"['sivil-haklar', 'siyasi-parti']"
bu yazdıklarına inanıyor musun behiç bey konuşan kadın alt yazıya göre kılıçdaroğlu mu serbest bırakacak diyor ümit özdağın suriyeli alerjisi sizin de hdp alerjiniz bazen doğru ve sağlıklı yorum yapmanızı engelliyor,"['siyasi-parti', 'siyasi-figür', 'mülteciler', 'sağlık']"
yeşil sol parti bu ülkenin geleceğidir nasıl ki bütün belediyeleri muhalefete kazandırdığı gibi aynı şekilde cumhurbaşkanlığını da kılıçdaroğlu kazandıracak ve ülkemizi refah bir ülkeye kavuşturacaktır bölücü faşist ırkçı sizin gibi insanlardır insana değer vermeyen bölüştüren,"['siyasi-figür', 'hükümet', 'ideoloji', 'sosyal-yardım', 'siyasi-parti']"
dedem korkut devlet eğitim ilgili konuş vaat ver kopyalama yapsın kemal kılıçdaroğlu konuşur erdoğan çalar,"['siyasi-figür', 'eğitim']"
cumhurbaşkanı erdoğan evlenecek gençlere sene geri ödemesiz ay vadeli faizli bin tl evlilik kredisi verilecek yükseköğrenimdeki gençlerimize cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız,"['siyasi-figür', 'ekonomi']"
yaa teyze işine bak yok iran olacakmış yok afganistan olacakmış kendi fantazi dünyanızda yaşıyorsunuz yazık receptayyip erdoğan kadına gerçek özgürlüğünü vermiştir rahat ol biz de ayrımcılık yok ama siz din düşmanısınız,"['siyasi-figür', 'din', 'eşitlik', 'sivil-haklar', 'dış-politika']"
soralım bakanımız murat kurum madem kılıçdaroğlu deprem konutlarını bedava verecek izmirde deprem oldu kendisi izmir milletvekiliydi izmir bb onların,"['afet', 'siyasi-figür', 'hükümet']"
sp lideri karamollaoğlu projenin yalnızca türkiye değil dünya için tehlike olduğunu söyledi erdoğan hâlâ vazgeçmedi saadet partisi lideri temel karamollaoğlu siyonist çevreler erbakan hocamızı içselleştiremedi o zaman abd kendine adam,"['siyasi-figür', 'dış-politika', 'çevre-ve-şehircilik']"
receptayyip erdoğan gençlere aylık gb ücretsiz internet vereceğiz,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür']"
cumhurbaşkanı erdoğan akpnin vaatlerini açıklamış önce yüksek kiraların uçmuş patates ve soğan fiyatlarının nasıl düşürüleceğini keşke açıklaşalardı kim arttırdı kiraları soğanı patatesi akp ve mhpnin yanlış politikaları gerekeni yapacağız,"['siyasi-parti', 'konut', 'siyasi-figür']"
belediyecilik detaylı iş bir yerlerden bir şikayet olur anında dosya açılır sonra uğraş dur suçsuzluğu anlaşılsa da geçmiş olsun atı alan üsküdarı geçer kılıçdaroğlu hakkında varsa yoksa seccadeye bastı yaygarası neden,"['siyasi-figür', 'hükümet', 'adalet']"
bunları yazarken bile kıskançlığından çatladığına yemin edebilirim ama ispatlayamam samimiyetsiz herif erdoğan liderliğinde bu ve bunun gibi nicelerini daha üreteceğiz allahın izni ile,"['siyasi-figür', 'kültür-ve-sanat']"
gençlere cep telefonu ve internet vaatleri yarışıyor erdoğanla kılıçdaroğlu arasında kemal beye epey önce iletilmiş ancak cep telefonu alımında vergi indirimi değil ücretsiz dağıtım doğrusu da o üniversite gençliğine burs gibi dağıtırlar işe girdiklerinde taksitle öderler,"['eğitim', 'siyasi-figür', 'mesleki-haklar', 'ekonomi', 'iş-ve-istihdam']"
ermenistan meselesine girmedim bile eğer macron türkiyede ki seçimlerden kılıçdaroğlunun cumhurbaşkanı olma ihtimaline güvenerek bir pozisyon alıyorsa işin rengi değişir fransanın kuklası bir iktidar türkiyede iş başına gelirse amerikan karşıtı ve rusya ve çin ile iyi,"['hükümet', 'dış-politika', 'seçim']"
nin ortak amacı kılıçdaroğlu ne vadetmiş hdpyi feleknas uca açık açık söyledi hdp şanlıurfa milletvekili feleknas uca seçim propagandası yaptığı sırada terörist başı abdullah öcalana özgürlük vadetti,"['seçim', 'terör', 'sivil-haklar', 'siyasi-figür', 'hükümet', 'siyasi-parti']"
hüda hanım lütfen vekil olmama kararını değiştirin bunu bir chp li seçmen olarak ifade ediyorum tipli vekiller siz demirtaş ve kılıçdaroğlu seviyorum uzlaşmaz değilsiniz,"['siyasi-figür', 'siyasi-parti']"
sayın kılıçdaroğlu hükümet yıldır ankaradaki losente hastanesinde tam ruhsat vermiyor bilginiz olsun saygılarımızla,"['siyasi-figür', 'hükümet', 'sağlık']"
yani başörtüsünün kaldırılmasını anayasa aykırı diye kılıçdaroğlu sen mi gönderecek allah öbür dünya da sevdiklerinle hasseylesin,"['siyasi-figür', 'hükümet', 'din', 'adalet']"
genel başkanımız ve cumhurbaşkanımız sayın receptayyip erdoğan yine bir mayıs arifesinde deki inanç ve iradeyle bir kez daha yeter söz de karar da gelecek de milletindir demek için bir aradayız,"['hükümet', 'siyasi-figür']"
dış güçler iç güçler falan zırvalamasanıza bop eşbaşkanı receptayyip erdoğanı kimin nasıl iktidara getirildiği apaçık belli bunlara tepki vermeyen susup iç edip oturan şimdi kalkıp vatan bayrak islam dava diyerek muhalefete çemkirmesin,"['din', 'siyasi-figür', 'terör']"
kılıçdaroğlu maalesef alevi değil bunu tutturmak için ellerinden geleni yapıyorlar adam zaten kendi başına oy kaybediyor birde bu yalan ile iyice perişan ediyorlar elin ingilizi nereden biliyormuş türkiyeye bu mezhepçiliği sokanda bu ingilizler,"['siyasi-figür', 'siyasi-manipülasyon']"
sürekli aklı müteahhitleri eleştiren mhpliler istanbulda metro hattı inşaatının temel atma törenini yaptı törene chp genel başkanı kemal kılıçdaroğlu da katılarak kurdeleyi kesti,"['ulaşım', 'siyasi-figür', 'hükümet', 'çevre-ve-şehircilik', 'siyasi-parti']"
kılıçdaroğlu alimin ölümü alemin ölümü gibiyse sevgili peygamberimiz bir alimin ölümünü bir kâinatn ölümüne bağlıyorsa bilime ne kadar islam dünyasının önem verdiğini gösteriyor bay kemal alimleri kimlerim öldürdüğünü çok iyi biliyoruz tuvalet jahrein şıha kızıl elmaya,"['siyasi-figür', 'din']"
kılıçdaroğlu osurursa feleknas sıçar öyle başa böyle tarak iyi ki bu milletin erdoğanı erdoğanın da bu milleti var yoksa muhalefet ülkenin doğusunu hdpye verirken kitlesini izmir marşı eşliğinde dans edecek kıvama getirdi,"['siyasi-figür', 'kültür-ve-sanat']"
eski türkiye de yurtdışına ameliyat olmaya giderdi türk vatandaşları şu an türkiyeye ameliyat olmaya gelen milyonlar var sağlık turistleri diye bir kavram türedi yahu gidin sorun kılıçdaroğlu nedir bu diye aval aval bakar sıratınıza,"['siyasi-figür', 'sağlık']"
sayın kılıçdaroğlu ne kadar geri zekalının demeyeceğim aslında desem yeridir boş bomboş balonsun dedim yalancısın dedim ama senin kadarı az bulunur sen hangi projeden bahsediyorsunuz yalancı senin bir tane projenin bile yok ama son bir katil proje olmuşsun şehitlerin kanıyla,"['siyasi-figür', 'güvenlik', 'siyasi-manipülasyon']"
hu da par tetikçileri yani hizbullahçı katiller ayşe kulini domuz bağı ile bağlayan caniler bugün tahliye oldular ve hiç bir açıklama yapılmadı neden acaba ittifak olabilir mi kapalıdaki mahkuma afvebarış ittifakı,['politik-strateji']
sayın devletin kamu kurumlarında çalışan tüm memurlar olarak desteklerinizi bekliyoruz en düşük memur maaşı yoksulluk sınırı üzerinde olacak diyen olay bitsin,"['sosyal-yardım', 'iş-ve-istihdam']"
sayın erdoğan seçime kadar vaatlerini yerine getirsin seçimi kazanır göçmen politikasını değiştirsin liyakatli atamalar yapsın yargı bağımsızlığını kabul etsin yandaş iş bilmezler kurumlardan acil tasfiye etsin bunlardan sonra ekonomi de düzelir zaten,"['adalet', 'siyasi-figür', 'ekonomi', 'seçim', 'mülteciler', 'hükümet']"
bunlar karı koca talan ediyor yolsuzluk cinayet ne ararsan var görevden alınınca da ilk koşturan kılıçdaroğlu oldu bunlar için,"['siyasi-figür', 'yolsuzluk', 'adalet']"
kemal kılıçdaroğlunun yalancı olduğunu biliyoruz ne demişler yalancıdan söz alınmaz,"['siyasi-figür', 'siyasi-manipülasyon']"
bilal erdoğanın mı yoksa burak erdoğanın mı ordusunda olacaksın,['güvenlik']
yeşil sol partiye saadet deva gelecek türkiye işçi partisi iyi parti btp tkp chp ye gönül veren tüm seçmenler milletvekili seçimlerimde kendi partilerine cumhur başkanlığı seçimlerinde kılıçdaroğlu oy verir birinci turda kılıçdaroğlu ile cumhurbaşkanı seçilir,"['seçim', 'hükümet', 'siyasi-figür', 'siyasi-parti']"
polis teşkilatının yıl dönümü kutlandı tokatta nisan polis haftası kutlamaları çerçevesinde atatürk heykeline çelenk sunuldu uzunburun hizmet binasında düzenlenen tören de il emniyet müdürü armağan adnan erdoğan atatürk heykeline çelenk koydu programı saygı duruşu ve istiklal marşının okunmasıyla başladı programında konuşan il emniyet müdürü armağan adnan erdoğan koronavirüs salgınında ve deprem felaketinde de almış olduğumuz görevler ile halkımıza daha huzurlu daha güvenli ve daha mutlu bir gelecek sunmak için çalışan teşkilatımızın siz değerli mensuplarına gösterdiğiniz üstün gayret fedakarlık ve özveri için teşekkür ederim dedi,"['siyasi-figür', 'güvenlik']"
yüksel tasçı kimin kontenjanından giriyor taraf gazetesinin ergenekon balyoz kumpasları kalemşorunu izmir bölge sıra adayı yaptı kılıçdaroğlu buda mı hesaplaşma değil atatürkçüleri izmir burası kemalizmin kalesi olan şehre kemalizm ırkçılıkdir diyen adamı seçtirtecek,"['siyasi-figür', 'çevre-ve-şehircilik', 'seçim']"
kemal başkan reis erdoğan bu yapgiģin mitingin mislini ilçelerde topluyor,"['siyasi-figür', 'hükümet']"
son model lüks araçlarından dobranın erdoganlı versiyonunu açıp trafikte vatandaşlara dinlettiler,"['ulaşım', 'çevre-ve-şehircilik']"
ağzına ak partinin ve receptayyip erdoğanın adını alan yanıyor hayırdır maalesef bu ülkede doğrular değersiz hepimiz yalana dolanmışız hayatımız yalan,"['siyasi-figür', 'siyasi-manipülasyon', 'siyasi-parti']"
başta genel sayın kemal kılıçdaroğlu olmak üzere bu haklı mücadelemde desteklerini esirgemeyen partimize gönül vermiş ankaralılara teşekkürü borç biliyor seçilen milletvekili arkadaşlarıma başarılar diliyorum cahit kayalar,"['siyasi-figür', 'hükümet', 'ekonomi']"
cumhurbaşkanımız sayın receptayyip erdoğanın liderliğinde ak parti seçim beyannamesi ve dönem milletvekili aday tanıtım toplantısındayız doğru zaman doğru adam doğru adımlarla yola devam diyoruz,"['siyasi-parti', 'seçim', 'hükümet', 'siyasi-figür']"
vergi müfettişleri derneği başkanı ahmet halis başlı cumhurbaşkanı erdoğan la görüştü görüşmede denetim elemanlarının yaşadıkları özlük hakları sorunları erdoğan a,"['mesleki-haklar', 'siyasi-figür', 'ekonomi', 'dernek', 'hükümet']"
cumhurbaşkanı erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız ayrıca aylık gb ücretsiz internet vereceğiz,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
sn kılıçdaroğlu lütfen kızılay başkanını görevden alacağınızı açıklayın ki sizi taklit eden kişi de aynı şeyi söylesin ve gereğini yapsın,"['siyasi-figür', 'dernek']"
cumhurbaşkanımız receptayyip erdoğandan gençlerimize müjde yükseköğrenimdeki gençlere bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti aylık gb ücretsiz internet desteği sağlanacak gençlerimiz adına teşekkürler cumhurbaşkanım,"['siyasi-figür', 'mesleki-haklar', 'hükümet', 'ekonomi', 'iş-ve-istihdam']"
kılıçdaroğlu aday olmasın dedik adam otobüslere boy boy adını yazdırmış,"['ulaşım', 'siyasi-figür', 'çevre-ve-şehircilik', 'seçim']"
r erdoğan y o gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacak ayrıca aylık gb ücretsiz internet vereceğiz c erdoğandan evlenecek gençlere sene geri ödemesiz ay vadeli bin tl sıfır faizli evlilik kredi,"['siyasi-figür', 'ekonomi']"
erdoğan seçim vaatlerini açıkladı kamuda mülakat kalkacak gençlere bilgisayar ve telefon alımında vergi muafiyeti getirilecek hane gelirinin belirli bir seviye altına düşmemesi sağlanacak her ailede en az bir çalışan olması için sağlanacak,"['iş-ve-istihdam', 'seçim', 'siyasi-figür', 'ekonomi']"
chpkk pkk sevicidir chpkk bu vatanın çıban başıdır kılıçdaroğlu ülkeyi bölmek için bir piyondur yine tek,"['siyasi-figür', 'terör']"
siz erdoğana ne kadarda tek adam deseniz de erdoğan seçilmiş bir lider sizin demokratik dediğiniz aday kılıçtaroğlu mu demokratik aday demokrasiye inanıyorsanız samimiyseniz bir anket yapın doğru yolu bulun,"['siyasi-figür', 'ideoloji']"
hukukçu mu anayasaya göre erdoğan aday olamaz desen ondan sonra hukukçuluğunu tartışalım,"['adalet', 'siyasi-figür']"
bunu söyleyen adamın biosunda abd başkanı ve kılıçdaroğlu var la bir sijtırıngıdın amerikan halkına hizmet edin siz,"['siyasi-figür', 'hükümet', 'dış-politika']"
muhalefet partilerini kandırarak ve haklarından mahrum bırakarak yeniden seçilmeyi başarırsa hayal kırıklığına uğramış ve umutsuz bir vatandaşlık ve azalan bölgesel ve uluslararası itibarla geri çekilmekte olan bir ülkeye başkanlık ederken yüzüncü yıl dönümünü kutlayacak,"['hükümet', 'mülteciler']"
chp ankara bölge milletvekili adayı olarak yoksulluğun adaletsizliğin yolsuzluğun enkazını kaldıracak cumhurbaşkanımız kemal kılıçdaroğlunun önderliğinde özgür ve demokratik türkiyeyi hep birlikte inşa edeceğiz,"['seçim', 'sivil-haklar', 'siyasi-figür', 'hükümet', 'ideoloji', 'siyasi-parti']"
bu tweeti kılıçdaroğlunun adaylığının kesinleştiği gün atmıştım o günden beri kılıçdaroğlu imajı hızla değişiyor bay kemal yerini yavaş yavaş tabağın etli kısmını çocuğun önüne çevirecek halkın adamı oldu pasif ve yeteneksiz kılıçdaroğlu iktidarı devirecek yegane strateji olan muhalefetin birleşmesini uygulayan stratejist hatta twitter diliyle bilinmeyenli denklem çözen kılıçdaroğlu oldu abye göç anlaşması konusunda kafa tutan kılıçdaroğlu oldu alfa kılıçdaroğlu memeleri yapıldı bu anlatı seçime kadar artarak birikmeye devam edecek eğer kaybederse her şey derece hızla değişerek kılıçdaroğlunun imajı tamamen yerle yeksan olacak ama kazanırsa o zaman işte chpyi yarım yüz yıl sonra cumhuriyetin yılında iktidara getiren kişi olacak türkiyenin demokratik restorasyonunu sağlayan lider olarak tarihsel anlatıda yeri ecevitin de ötesinde mustafa kemal ve ismet inönü liginde bir yere ulaşacak,"['ideoloji', 'siyasi-figür', 'seçim']"
erdoğan kazanacak,"['seçim', 'siyasi-figür']"
gençlerin oyunu almak için teknoloji kartını oynayan erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız ayrıca aylık cığabayt ücretsiz internet vereceğiz dedi,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
tam oldu sayın erdoğan doktorlardan sonra sıra profesörlere geldi uyan türkiyem uyan yarının türkiyesi için sandığa git,"['sağlık', 'seçim', 'siyasi-figür']"
başkan erdoğan ak parti seçim beyannamesi ve milletvekili aday tanıtım toplantısında milyon üyeye sahip bir parti türkiyede de dünyada da yok,"['siyasi-parti', 'seçim', 'hükümet', 'siyasi-figür']"
dış güçler erdoğan der tabii istedikleri herşeyi yapıyor o kadar mülteciyi bize kitlediler mesela,"['siyasi-figür', 'mülteciler']"
bu projesi başkaydı güya rejimle yönetilen devletleri demokrasi getireceğim diyelekten amerikanın uydurduğu bir yalandır erdoğan bunu anladı da suriyede fırat kalkanı ile amerikan oyununu bozdu işte bunu kabul edin bunu en muhalifleri bile tebrik ediyor,"['hükümet', 'siyasi-figür', 'siyasi-manipülasyon', 'ideoloji']"
sen de tam bir geri zekalının allahı hiç tanımamış sen atatürkçü geçinen soysuzların rakibi gördüklerini receptayyip erdoğanı yıkmak için tonlarca soğanı çöpe döndüklerini soğan fiyatından medet umdukları görmeyecek kadarda korsun,"['çevre-ve-şehircilik', 'ideoloji', 'siyasi-figür']"
askerlerimizin polisimizin milletimizin katil bebek katili terör örgütünün elebaşı terörist abdullah öcalanı özgürlüğüne kavuşturacak kimse doğmadı kılıçdaroğlu dahil bunu yapmaz yapamaz da ama bu terör seviciler destekçileri neden dışarıda özgürce gezebilmekte,"['adalet', 'güvenlik', 'siyasi-figür', 'terör']"
erdoğanın açtığı hastanenin yolunu yapamayan çapsızlar konuşuyor,['sağlık']
erdoğanın hakaretlerden gerizekalı haysiyet fukarası sefil zavallı gafil eşkiya çürük sürtük siyasi eşkiya haysiyetsiz onursuz sanatçı müsveddesi edep fukarası ahlaksız haysiyet celladı kan emici beni ve ailem senin partinin mensubu değiliz,['kültür-ve-sanat']
ekmeği tl soğanı domates itl kıymayı tl ye yemek zorunda kalıp maaşını da alamayıp birde bulamazsan hukuku istiklal mhk bulamazsan o zaman erdoğanı bulursan tanıma,"['ekonomi', 'iş-ve-istihdam', 'adalet']"
mülteci turizmindeki hedefiniz kaç sayın erdoğan,"['mülteciler', 'siyasi-figür', 'ekonomi']"
erdoğan enflasyonu yeniden tek haneli rakamlara düşüreceğiz,"['siyasi-figür', 'ekonomi']"
dosya ihale kanunu ve yolsuzluk soruşturması kolin imza fotoya bakmanız yeterli bunlar anca köçek gibi göbek atar memleket emanet edilmez zaten tur adayları da erdoğan neyse ezeceğiz,"['adalet', 'seçim', 'siyasi-figür', 'yolsuzluk']"
erkan başla ekrem imamoğlu yalan atmada ölümüne kapışır kılıçdaroğlu kimse yetişemez onun bu dalda oscar ödülü var,"['siyasi-figür', 'siyasi-manipülasyon']"
bırakın bu dij güçler palavrasını bizler yani içerideki bazı yani demokrasi özgürlük ve adalet isteyen bizler elbette erdoğanı indirmek iktidarı da akpnin elinden almak istiyoruz var mı bir itirazınız elinizden geliyorsa da engelleyin,"['sivil-haklar', 'ideoloji', 'seçim']"
son dakika erdoğan kamuda mülakatı kaldıracağız işe alımları sınavlardan video,"['siyasi-figür', 'eğitim']"
erdoğan sağlık çalışanlarına tas tamam hakkını verip önünü açtı sağlık sektörü çağ atladı,"['siyasi-figür', 'ekonomi', 'sağlık']"
istanbulda kim daha fazla metro inşa etti verileri sizler için derledik,"['çevre-ve-şehircilik', 'ulaşım']"
kemal kılıçdaroğlu imamsondan bir şeyler kapmış otobüsten iner inmez esnafa koştu bu seçim o seçim,"['ulaşım', 'siyasi-figür', 'çevre-ve-şehircilik', 'seçim']"
erdoğan hatayda depremzedelere biz burası da çipli demedik biz ne dedik bunlar da bizim vatanımız bunlar da bizim vatandaşımız dedik ifadelerini kullandı bunlar da kim oyunu ona vermemiş olan vatan hainleri hala çadır yok elektrik yok hala su ve tuvalet sorunu var,"['afet', 'siyasi-figür']"
on binleri kusturdunuz sayın erdoğan işçi lafını ağzına bile almatınız görmezden geldiniz işçileri görmeden geldiniz bu vatanın işçilerini emekçilerini kemal diğer p olarak sesimizi duyuran sar sultanlar bile duydum ama oy verimiz akp mhp duymamıştı,"['iş-ve-istihdam', 'siyasi-figür', 'siyasi-parti']"
bir kez daha söyleyelim pkknın adayı kılıçdaroğlu buna rağmen chp diyen seçmenine duyurulur hala devam mı,"['siyasi-parti', 'seçim', 'siyasi-figür']"
erdoğan ve ömer bin hattab arasındaki türkiye ulusal güvenliği dublaj twitter gündemi,"['siyasi-figür', 'güvenlik']"
cumhurbaşkanı receptayyip erdoğan dünyanın ilk şıha türkiyenin en büyük savaş gemisi tcg anadolunun deniz kuvvetleri komutanlığına teslim töreni ile üç yeni milgem fırkateyninin saç kesim törenine katıldı,"['siyasi-figür', 'hükümet', 'güvenlik']"
bunu partilerdeki kürt aday sayısına bakıp ideolojik elbise dikme meselesi erdoğanın aha kürt aha bir kürt de burada demesi gibi bir şey,"['seçim', 'ideoloji']"
sen tam bir chp yalakasısın erdoğanın savunan insanları engelliyorsun kürdistancı kemal ve chpyi savunanları ise engellemiyorsun maaşla trol olduğum tasmandan kimlerin tuttuğu o kadar belli ki,"['iş-ve-istihdam', 'siyasi-parti', 'ekonomi']"
kemal kılıçdaroğlu büyükelçiler iftarında konuştu orta doğu barış ve işbirliği teşkilatı kurmaya karar verdik,"['siyasi-figür', 'politik-strateji']"
kes lan senin kim olduğunu gayet iyi biliyor erdoğan sen demiyor zaten sen bu topraklara ait değilsin biri diğeri almanyadan yollanmış askere polise iftira atıp milletin öz evlatlarını tehdit ediyor hadi ordan,"['adalet', 'güvenlik', 'siyasi-figür']"
chp demek yokluk kıtlık yoksulluk ımf uşaklığı islam düşmanlığı baskı zulüm hdpye kolkola girerek pkkya ülkeyi böldürtmek anarşi kaos kardeş kavgası cunta postalı yalayıcılık ve batı oyuncağı demektir kılıçdaroğlu demek beceriksizlik demektir,"['siyasi-figür', 'sosyal-yardım', 'siyasi-parti']"
iyi partide ödüller devam pkk ile başı öcalana ev hapsi talep eden salim ensarioğlu istanbul bölgeden sıra oğlu vejdin ensarioğlu ise diyarbakır dan sıra verildi ondan sonra meral teyze biz hdpkk ile görüşmüyoruz desin dursun durmak yok yola devam inadına erdoğan,"['siyasi-figür', 'siyasi-parti', 'terör']"
ıq saâdetli erdoğan israil uşağı olduğu için seçim kaybetmesin diye sözünü dinliyorlarmış gibi yapmışlar,"['seçim', 'siyasi-figür', 'dış-politika']"
hatay kararını verdi binlerce oy farkla chp dedi hatay ne beşir atalaya ne hakimlere baskı kuran sadullah ergine boyun eğmeyecek kemal kılıçdaroğlu,"['siyasi-figür', 'siyasi-parti']"
türkiyedeki demokratik olgunluk bu yayını kaldıramaz kılıçdaroğlu hep doğru yorumlar da yapsa masanın bazı bileşenleri tartışmayı makul zeminde buluşacak şekilde değil ayrıştıkları meseleler üzerinden yürütür,"['ideoloji', 'siyasi-figür']"
erdoğanla bir olmayacaktım da ezan sesinden rahatsız olan chp ile mi bir olacaktım erdoğanla bir olmayacaktım da elinde ülkücü kanı olanlarla mı bir olacaktım diyen yıllık ülkücü cemal chp tarafından chp istanbul dan aday gösterildi,"['siyasi-parti', 'seçim', 'din']"
cumhurbaşkanı erdoğan yükseköğrenimdeki gençlerimize bir defaya mahsus olmak üzere cep telefonu ve bilgisayar ediniminde vergi muafiyeti sağlayacağız ayrıca aylık gb ücretsiz internet vereceğiz,"['iş-ve-istihdam', 'mesleki-haklar', 'siyasi-figür', 'ekonomi']"
cumhurbaşkanı kemal kılıçdaroğlu belediye başkanlarımız seçilirken de sosyal yardımlar kesilecek dendi kesilmedi şimdi de kılıçdaroğlu gelirse kesilir diyorlar kimse merak etmesin li çetenin hortumları kesilir sosyal yardımlar aynen devam eder,"['siyasi-figür', 'hükümet']"
askerine kumpas kurulurken bu davanın savcısıyım diyen erdoğan mı ok,"['siyasi-figür', 'siyasi-manipülasyon', 'güvenlik', 'adalet']"
